ICAO24,Callsign,Longitude,Latitude,Baro_Altitude,Velocity
acb1d9,N917NA  ,-93.2274,30.4066,563.88,119.79
ae04ef,PAT079  ,-148.726,61.1908,6682.74,105.15
a15516,AAL392  ,-81.5649,34.4252,6659.88,208.66
4066cf,TOM87V  ,2.9894,46.7913,11277.6,230.55
c01ed0,,-123.1695,49.1832,,2.83
a238ad,AAY3019 ,-82.6191,39.7863,1226.82,137.23
4066ce,TOM6DA  ,3.4027,50.9966,11277.6,242.46
a5cf76,N4736N  ,-75.535,40.2576,304.8,47.4
c01ebb,FLE305  ,-74.9503,45.5455,3048.0,155.47
a8ba8d,N66119  ,-123.1378,45.283,1082.04,33.7
7608eb,PIA248  ,74.4068,31.5267,,5.92
4066d1,TOM4LD  ,14.7948,35.7528,1531.62,126.3
4bb289,THY43EN ,10.7514,42.7825,10149.84,212.68
a9e167,AAL51   ,-90.0829,41.2357,10363.2,258.15
7585f8,CEB129  ,123.0428,16.2767,10965.18,234.48
4bb287,THY9SA  ,11.2534,59.9478,1988.82,114.28
a94f07,N69938  ,-92.0591,30.201,3009.9,101.64
a4fce6,N420PB  ,-74.1371,40.1956,0.0,40.39
abda7e,CFS8675 ,-122.3856,44.0381,3299.46,78.11
a8f9a3,EDV5098 ,-74.3435,40.4814,2994.66,163.03
4bb281,THY17RM ,17.8362,41.1512,10363.2,231.65
a96920,N705WL  ,-95.3918,29.8471,2979.42,160.14
a76fe9,ASA196  ,-149.9867,61.177,,1.29
a9f3f9,EJA740  ,-109.3984,32.3142,12192.0,236.64
a51e24,GTI8523 ,-89.3801,46.8638,10668.0,280.71
a870ef,N643FT  ,-80.6158,28.2718,1493.52,55.91
a478cc,N3878S  ,,,,37.55
acb285,AAL1651 ,-97.3306,34.3817,10058.4,245.51
a01b5c,DAL1414 ,-87.2765,32.3784,11277.6,238.25
a728a9,N560TX  ,-87.8511,30.8141,11887.2,219.2
a7f04a,N610RW  ,-80.2139,32.586,12458.7,255.51
44cdc6,BEL4BJ  ,24.215,40.7824,9753.6,257.4
44cdc3,BEL3CM  ,0.4205,45.6416,10668.0,210.42
44cdc2,BEL1KZ  ,3.9038,50.5414,5539.74,163.81
a4aea2,SWA880  ,-100.2665,25.8972,11582.4,238.14
a33ee6,N308VA  ,-76.3179,38.9743,0.0,31.32
43ea06,MABGV   ,5.0283,43.0386,12496.8,192.57
a57eb0,EJA453  ,-89.3271,43.1398,,0.0
020177,MAC101U ,-4.0058,40.51,11590.02,244.62
a16895,N190EF  ,-120.5813,37.5066,990.6,107.36
a5383c,N4351R  ,-86.4753,30.4296,198.12,41.73
a6e38d,STY543  ,-108.1153,43.1115,8168.64,219.16
a3e525,DAL1282 ,-93.532,44.832,3116.58,152.16
44cdd1,BEL7AH  ,0.0321,51.4771,1409.7,103.78
44cdd0,BEL6HC  ,-3.5624,40.49,,8.23
ab0727,N81BL   ,-91.6035,40.3101,6096.0,116.93
e065d3,ARG1261 ,-56.2954,-32.5078,10972.8,193.59
ad8280,N97NH   ,-83.1145,42.2514,1501.14,128.35
adde95,JBU1515 ,-77.3404,41.9928,10363.2,203.24
44cdca,BEL2YK  ,2.5027,49.7779,9966.96,228.83
ac2706,UAL1820 ,-103.819,40.4246,5913.12,183.16
a26e46,N256FA  ,-75.6298,40.1623,1028.7,59.5
a4b5b3,SIL147  ,-81.3037,30.3383,5486.4,150.44
4bb29a,THY2FK  ,7.9681,50.7889,7437.12,210.38
a4b5b6,SKW3423 ,-122.2809,45.5114,1196.34,111.78
a21ed4,ASA982  ,-122.3488,47.1314,1844.04,116.74
a728c1,AAL1499 ,-111.5438,34.7158,9448.8,264.44
a082ac,AAL2239 ,-110.1985,34.0646,7597.14,248.99
a1a528,N205FW  ,-82.0788,28.0775,274.32,51.75
a1685c,MXY326  ,-90.26,29.995,,3.09
75872b,CEB686  ,121.2839,14.0524,4434.84,170.86
c8285d,TFR23   ,144.9602,-37.3891,3398.52,169.56
c038ac,ACA801  ,-79.2709,44.1062,2552.7,137.25
a6582c,N508FG  ,-74.4059,39.8651,601.98,57.63
a08efd,AAL381  ,-81.0844,30.4529,8534.4,245.75
a51e3b,N429NA  ,-97.3812,32.8196,495.3,45.72
a2883b,UPS2855 ,-88.3259,38.3772,8862.06,273.24
a01b56,DAL1849 ,-79.1333,30.1886,10972.8,249.07
a07be2,N130HB  ,-83.0133,39.5881,472.44,62.9
c038a7,ACA362  ,-123.1836,49.1895,,7.72
406798,GAWWO   ,-1.8081,51.3685,762.0,52.69
3c0d0c,TUI3FG  ,23.0272,39.0263,11887.2,240.29
a3f878,N355ME  ,-106.8212,35.1189,1805.94,52.27
ab0743,N81CP   ,-101.0715,42.4067,12496.8,212.29
a585c4,NEW455  ,-105.5551,39.5987,9631.68,230.63
3c0d0d,TUI6AV  ,24.1592,40.3371,12192.0,226.85
a0cbad,N150RG  ,-82.8028,41.5805,609.6,81.71
a0e5d7,SKW5954 ,-103.8557,39.0731,7117.08,206.18
aa7198,ENY3728 ,-94.5185,35.2105,2057.4,185.16
a6583b,LXJ508  ,-94.9136,44.6168,13716.0,210.77
a238f6,N242RT  ,-80.2904,27.2015,304.8,42.33
a4c8de,RPA4684 ,-78.1604,40.1156,9753.6,204.34
a21ecb,N236AA  ,-81.2432,31.9662,60.96,18.58
758748,CEB526  ,121.233,25.0873,1043.94,79.16
a9ecf6,N739EZ  ,-121.2719,38.382,1028.7,55.92
020140,MAC111  ,-5.2666,37.7118,11590.02,232.66
ab4dc8,N8274H  ,-94.1965,44.8203,1645.92,53.1
a39575,DRL33   ,-93.445,41.4074,12192.0,197.08
c060bd,POE403  ,-90.8519,48.6555,11582.4,193.95
c060bf,POE352  ,-79.8993,43.9027,2903.22,155.69
c060be,POE305  ,-87.78,47.6154,11582.4,190.93
02012b,MAC471P ,-5.428,35.9485,11567.16,234.71
a5c36e,AWI6211 ,-87.3564,41.9877,2186.94,107.64
a9ecc7,N739DB  ,-80.5842,28.0689,396.24,45.92
a2be6d,SKW4093 ,-118.8882,34.729,6896.1,180.78
a2d88a,OXF2978 ,-111.1974,32.4684,2247.9,53.22
020135,CNGMT   ,10.7021,44.1298,10058.4,270.91
aa4903,AAL731  ,-71.006,41.0791,11582.4,232.42
70c105,OMA123  ,20.8472,46.1139,11582.4,237.67
a2625e,N2528B  ,-88.2597,39.4832,304.8,38.65
70c101,OMA653  ,55.6833,24.241,9753.6,245.95
c060ae,CGKPX   ,-91.3808,48.5174,4876.8,117.28
3de53c,,11.427,48.6566,,69.29
4079a9,TOM2VT  ,16.6072,47.1132,11277.6,244.83
a1427f,AAL2452 ,-101.3664,35.9216,9753.6,234.87
e4851b,TAM3791 ,-43.3524,-22.1042,8039.1,211.13
a37b48,DAL1261 ,-93.2348,44.8286,723.9,99.8
4baac3,THY2VU  ,27.0685,38.6514,4122.42,163.7
4baac4,,,,,228.51
4baac1,THY7FB  ,16.0878,38.7013,10614.66,232.28
a8233a,SKW4692 ,-103.7413,40.2144,5273.04,175.44
c060c5,POE260  ,-113.4952,49.8735,11277.6,250.82
c060c4,POE353  ,-89.1522,48.1398,11582.4,190.39
c060c6,POE303  ,-117.3518,49.362,10972.8,207.54
020124,MAC433  ,1.2708,38.8544,10972.8,248.29
a0229d,MXY452  ,-77.6549,37.1169,2628.9,151.87
c060c2,POE402  ,-79.6158,43.6638,,7.46
345287,ARAGON02,-1.0554,41.6639,259.08,27.39
70c135,OMS395  ,87.5926,22.7406,9448.8,232.69
a4c8a3,SWA1603 ,-121.6978,38.742,800.1,127.6
a32bbf,N303PC  ,-106.3149,40.9379,7101.84,209.54
a13b75,N179JS  ,-97.9045,35.78,1630.68,73.12
a7f02d,EJA610  ,-115.3393,36.0155,3528.06,185.75
a26e92,N256JB  ,-88.8275,30.2394,4244.34,127.54
a95665,AAL477  ,-81.8883,36.0299,7795.26,227.43
a37b1c,SKW3869 ,-88.2537,44.676,2171.7,152.64
a4fe01,N4200K  ,-97.2698,32.7986,1196.34,69.86
46b2e3,TAR902  ,6.0199,42.2722,6713.22,230.13
ad340d,N95TX   ,-85.9437,38.3315,12192.0,184.2
a3a8ba,DAL879  ,-103.6706,34.8142,10066.02,250.65
a81049,N619BC  ,-88.4145,42.376,480.06,46.37
a99ce1,N7185W  ,-78.7756,35.8822,114.3,37.86
02013e,RAM216  ,13.1016,38.3146,11277.6,254.92
4912c8,VVV253  ,1.8455,50.352,13106.4,210.03
02013a,RAM800F ,-0.3885,51.3171,2743.2,131.94
a7b3f4,N596CS  ,-81.1822,29.1851,548.64,49.47
a9ecab,N739BZ  ,-87.4926,30.665,670.56,28.71
a3f82a,JBU2474 ,-76.7027,36.4084,10058.4,228.6
aa6a61,N770PW  ,-97.3157,29.6585,5654.04,114.72
a25b3f,ASA1265 ,-122.3134,47.4629,,0.0
ab41b6,N824WL  ,-80.4138,25.9797,266.7,80.22
a8102a,UAL2429 ,-83.7481,32.4649,11277.6,241.57
ad4744,ASA629  ,-122.025,44.902,10972.8,233.37
a32bc7,N303PL  ,-75.2784,39.9887,708.66,60.8
758708,CEB803  ,103.991,1.381,45.72,72.14
a1ebd4,N2227Z  ,-117.6487,33.9758,243.84,41.27
7c762c,XMM     ,151.3477,-31.8752,2895.6,96.81
7c762b,QFA7350 ,153.1836,-27.2882,426.72,84.21
aac118,SWA241  ,-81.4031,26.0732,5250.18,195.57
345385,ANE56CP ,9.8211,44.2881,5631.18,225.31
8005f3,AIC153  ,17.646,47.5533,6629.4,211.89
8005f4,AIC143  ,8.5913,49.4276,12192.0,228.21
a75e75,N574ND  ,-82.2489,30.3266,2849.88,61.75
acab11,AAL2164 ,-80.3635,26.1628,3627.12,199.26
e80609,JAP7501 ,,,,238.1
a6eef3,N546HP  ,-83.7713,41.6352,533.4,50.81
8005f0,AIC171  ,2.6353,51.5756,8839.2,232.78
a968f8,AAL2654 ,-81.0511,40.2009,11285.22,268.47
a955c7,N700NN  ,1.223,44.0118,5699.76,117.54
a02da2,N110QS  ,-94.6531,42.1907,12900.66,223.78
8005eb,AIC121  ,11.0764,49.1244,9296.4,222.44
8005ec,AIC117  ,14.99,55.0293,12192.0,227.1
a9f502,UAL56   ,-74.177,41.0007,1181.1,128.38
a99201,N7157V  ,-81.3081,29.085,121.92,41.56
ac6213,N89727  ,-98.3458,34.4785,1005.84,44.14
896371,ABY343  ,54.8646,26.7723,8084.82,236.47
8005ef,AIC169  ,1.3173,51.3855,4267.2,174.19
896378,FDB998  ,55.988,26.0674,5478.78,182.49
ac0bc4,UAL2666 ,-114.6271,36.1537,10363.2,218.62
a835d1,DAT601  ,-112.804,40.2409,11277.6,224.85
896376,FDB2HP  ,28.4031,36.1714,9441.18,244.58
8005ee,AIC165  ,36.344,41.3178,12184.38,226.62
a4eb65,N416LA  ,-123.2507,44.6676,1341.12,84.91
4ca994,ITY582  ,18.6821,41.8452,6240.78,202.64
344043,7777XPML,2.9244,39.5269,,0.0
a9ee33,N739TR  ,-85.8731,39.6901,845.82,27.95
a98b20,N714CE  ,-85.6146,40.0578,731.52,40.35
406735,EXS98DM ,-2.2858,53.3685,,1.8
a63251,N499JB  ,-102.3914,36.1211,14325.6,249.56
780a5c,CPA156  ,152.059,-26.6192,7879.08,213.53
78114b,CSN8371 ,53.2392,55.5954,11582.4,235.27
7c1476,QFA38   ,104.1204,0.9558,3390.9,172.93
e8060e,JAT658  ,-76.976,-9.9092,11567.16,239.84
ad2baa,JBU591  ,-76.6737,39.2435,10370.82,227.45
7c1471,QFA70   ,80.3859,26.729,9448.8,240.29
4d03f0,POLICE1 ,6.2008,49.6252,,0.0
a9db01,N734MG  ,-82.7994,27.7243,457.2,43.05
adde14,TG62    ,-103.8971,38.1713,2286.0,24.22
896382,ABY245  ,53.6349,26.871,9502.14,234.71
a167a2,N19UP   ,-118.4054,34.2507,396.24,34.48
ad7b17,AAL2036 ,-79.5363,36.8995,9989.82,239.0
7c1479,QFA30   ,121.1765,13.8444,10668.0,246.5
aa2e6f,AAL140  ,-96.9285,33.1117,1188.72,113.57
34535a,VLG7SL  ,2.6632,48.5017,10660.38,222.14
781d9c,CES709  ,2.2185,48.1312,11887.2,233.03
781160,CCA933  ,2.8387,49.0072,1051.56,95.44
e483be,GLO1181 ,-46.3038,-23.2773,1905.0,112.87
a332eb,N305LM  ,-99.8404,34.1532,13106.4,220.36
aba565,N85EB   ,-75.4426,39.5938,11887.2,223.16
abfefd,AAL2052 ,-81.7145,38.1054,8534.4,226.85
ac0bde,SWA2813 ,-106.1893,31.8013,11582.4,231.17
346690,VLG597V ,2.1736,48.5349,2781.3,137.09
acbe62,N920CF  ,-88.1714,40.2613,365.76,53.01
abf2c2,SWA1794 ,-90.8388,38.7983,5646.42,180.07
780a6d,CRK613  ,113.7331,22.1929,1112.52,105.89
346692,VLG3925 ,2.1596,41.3248,289.56,78.72
781d9e,CES5609 ,123.3574,39.985,6248.4,217.41
a2ab6c,ENY3346 ,-95.4307,32.2573,9692.64,233.14
c060b7,POE2283 ,-69.1016,45.0294,7620.0,192.51
896356,ETD938  ,90.7046,22.3919,10363.2,264.55
ac12be,SWA808  ,-122.2138,37.7118,,0.0
c060b5,POE2224 ,-76.4844,44.5812,4884.42,156.42
48420a,C5      ,4.7596,52.3135,,12.86
abebbe,SWA2967 ,-108.789,36.7506,11277.6,256.09
c060b1,POE2129 ,-78.3606,43.3587,6172.2,150.84
346689,IBB9AQ  ,-7.2881,37.1089,11582.4,239.17
4ca973,ITY313  ,3.884,48.6132,10264.14,234.28
345359,VLLG267U,2.3603,48.7352,,4.37
aa1b36,N750NA  ,-80.0786,38.4496,14325.6,230.34
ad8215,N97JA   ,-99.0152,27.0367,6743.7,172.98
aa8ef0,N78HV   ,-118.4182,38.58,12496.8,264.2
3de4b7,CHX61   ,12.1924,51.3516,198.12,0.73
a2c56d,ENY3989 ,-75.1448,23.6331,10668.0,232.63
a047a3,EJA117  ,-93.0824,38.0562,13708.38,254.57
c086ea,CGZCJ   ,-122.3738,49.198,701.04,64.66
a968e3,N705U   ,-96.8203,37.7206,868.68,41.68
77044c,ALK184  ,78.3375,9.266,10668.0,214.0
44ce9a,OOSTZ   ,4.5069,50.6306,472.44,46.14
484202,P1      ,4.761,52.3131,,2.57
4ca97a,RYR13QG ,3.0343,39.6921,2766.06,164.3
484205,KV3     ,4.7133,52.3294,,1.29
4ca97b,RYR41RJ ,-3.5665,40.4678,,4.63
abebe0,SWA2123 ,-84.947,33.4364,11277.6,237.43
896366,ABY222  ,54.163,25.8082,6065.52,187.81
770451,ALK196  ,79.6378,13.6465,10058.4,229.01
a4f26b,LXJ418  ,-80.9242,38.6554,12192.0,252.97
a5c2dd,UAL2476 ,-117.2042,32.7347,,0.0
ac0bfb,SWA2980 ,-111.9533,33.3588,3268.98,135.03
acbe88,DAL1597 ,-104.6845,40.1006,2689.86,108.56
89631a,UAE57   ,15.8552,48.1892,10972.8,222.04
a46705,CXK244  ,-96.2167,32.2875,1303.02,46.37
44ce77,BEL9GR  ,14.2021,50.2193,2232.66,199.21
405456,SHT9X   ,-0.593,51.6672,2743.2,112.53
a7c81b,N600JV  ,-103.1271,43.3647,12192.0,230.61
44ce75,BEL2JR  ,15.2671,57.9529,10949.94,211.76
a3e557,,-100.7582,46.7841,,7.72
44ce6c,BEL4DQ  ,12.0926,57.4558,1310.64,108.6
ac5b6b,N8958V  ,-70.7695,42.245,342.9,45.17
a3cb42,N3433P  ,-75.1424,40.8259,701.04,52.78
c07faf,WJA9102 ,-79.6316,43.6782,167.64,0.64
a34729,DAL1676 ,-97.5661,29.5026,4556.76,208.02
a047ef,N117TT  ,-122.9242,45.4469,243.84,50.79
a3f87d,,,,,6.69
a14dac,N183V   ,-84.0175,39.6817,381.0,49.47
008ff4,GBB133  ,19.4364,-33.2288,7307.58,199.34
44ce6f,BEL4LB  ,6.4936,50.5733,6705.6,201.59
4bb0ea,THY31K  ,-20.7985,65.0246,11582.4,250.05
a87e18,N6461Z  ,-119.8466,39.1374,3505.2,60.19
89631d,UAE9912 ,17.6911,44.2296,10668.0,258.75
44ce83,,,,,38.45
a63e46,GJS4380 ,-77.4422,38.95,,3.09
478ef4,WIF2A   ,9.5096,62.792,7620.0,188.92
c01f28,FLE659  ,-75.0971,45.2195,11582.4,211.7
a0e751,UAL2333 ,-104.5681,43.5288,11582.4,220.6
c07fb0,WJA532  ,-113.9214,51.2279,2606.04,129.02
c07fb1,WJA615  ,-119.2214,49.7578,11582.4,207.99
44ce86,OOSTF   ,5.3349,50.8021,373.38,50.63
a7f07d,VNT610  ,-80.4708,35.584,7078.98,154.0
a3f88e,DAL1009 ,-78.6788,29.3046,10668.0,227.1
a5d5ae,SWA3374 ,-101.193,37.53,12192.0,229.68
a69ecd,N52569  ,-85.6937,39.7531,883.92,50.28
c07fb9,WJA300  ,-112.1857,50.984,8839.2,249.37
aa350b,N757LG  ,-88.3998,43.7959,792.48,48.78
a4fe75,N4203W  ,-95.1835,45.5734,541.02,75.37
3c6dd6,EWG4E   ,6.7653,51.2815,,2.31
a7c849,EDV5009 ,-76.7671,37.7669,9448.8,222.48
32000f,POLI110 ,16.7298,41.1305,213.36,45.25
a50b54,JRE424  ,-116.8664,32.901,4968.24,188.75
896307,UAE71K  ,27.661,43.7926,10668.0,267.04
a4f233,N418DR  ,-112.4092,39.5919,7071.36,145.12
34530d,ANE60YQ ,1.5383,39.5845,11087.1,201.47
a76546,LXJ576  ,-76.0737,36.8233,13716.0,217.86
88434b,BKP196  ,100.8665,13.8373,1249.68,104.74
ae057f,ROGUE53 ,-84.8532,31.0214,2377.44,98.64
a74b1b,SCX3064 ,-81.9587,34.0686,11582.4,252.67
abf2ea,SWA3152 ,-86.69,36.09,487.68,87.79
896311,UAE37   ,21.2241,46.2504,10972.8,236.01
346648,VOE91WA ,-4.9575,39.3075,10363.2,226.63
345319,IBE32PA ,8.8363,45.2531,2133.6,136.21
a87e36,N6462U  ,,,,69.79
aa3518,SWA2680 ,-115.209,38.4543,11887.2,251.4
c07fe9,WJA700  ,-94.3835,49.2075,11277.6,266.02
345314,VLG76WB ,1.805,44.0397,10675.62,228.78
406752,EZY98KC ,3.8785,47.2322,10980.42,246.35
406755,EZY73AQ ,4.3913,47.7053,10919.46,234.0
44ce66,BEL23U  ,2.4424,51.1385,6096.0,217.02
406754,EZY65NE ,1.6449,51.1749,8046.72,222.89
a715c6,ASA292  ,-99.9929,42.5683,11277.6,251.05
ad824f,N97LJ   ,-80.5483,28.2879,4533.9,201.33
a07d2a,N130WE  ,-79.2786,42.4923,,0.0
a6587e,N508JP  ,-82.3146,34.4079,5257.8,110.06
a6a84a,N528SV  ,-75.0456,40.4086,701.04,51.84
a6587b,JBU294  ,-80.9419,32.0509,10668.0,228.59
89630e,UAE379  ,76.8531,15.983,10972.8,268.8
a6f5b5,ASA1333 ,-121.1468,36.647,11582.4,239.44
44ce73,BEL8XH  ,6.3112,47.6329,10370.82,253.79
a20d01,JBU2324 ,-80.0995,33.5918,11277.6,223.17
44ce71,,4.4811,50.9025,,0.0
ad32ed,GPD95   ,-77.8047,40.5949,5486.4,124.37
a06a12,AER31   ,-153.527,59.9879,6400.8,127.99
a2c4b6,FDX463  ,-99.5388,37.2485,11277.6,230.33
ae03fb,PAT143  ,-74.9049,4.7092,4739.64,138.73
a18a45,N199GW  ,-78.7655,35.8612,167.64,39.65
a22778,AAY1586 ,-114.0469,36.4263,10363.2,218.61
a034fe,N112PZ  ,-81.0824,28.9243,876.3,49.9
781d14,CSN3067 ,89.469,24.2664,10363.2,245.63
abf396,SWA3011 ,-121.6012,38.7142,30.48,67.4
880855,,100.5082,14.9482,4472.94,197.76
880850,AIQ3012 ,100.6592,14.0099,563.88,72.06
0200ef,RAM750Z ,-6.2128,35.946,11582.4,234.83
0200ed,RAM732M ,-1.8535,38.4152,10972.8,245.54
a9927c,N716BM  ,-81.2631,28.8855,2278.38,77.13
ac006d,SWA1728 ,-101.0232,32.4673,11582.4,234.04
880851,AIQ170  ,82.5243,12.6176,10980.42,261.47
0200ea,RAM720P ,-1.4186,41.7361,11582.4,262.82
a021e9,N1076K  ,-114.7684,36.3887,5204.46,99.68
a18a52,N199HJ  ,-73.2316,44.5214,457.2,82.81
34660e,VOE81BG ,6.1525,40.9822,8839.2,201.11
0200f8,RAM752D ,-6.6807,35.0031,10050.78,239.87
a63da6,N501    ,-81.6765,33.5025,11879.58,156.14
ad205f,N945GP  ,-118.1531,33.744,1744.98,62.4
ae5f9e,PACK82  ,-68.2128,42.3637,6377.94,196.98
ac0094,SWA3193 ,-84.8606,33.3019,3710.94,183.51
abe075,SWA3431 ,-89.7846,41.2846,5539.74,216.76
880844,AIQ394  ,100.7981,12.8366,7345.68,199.49
a4671f,HAL89   ,-90.6294,45.7584,10972.8,211.73
a1b7f1,N21J    ,-64.9007,32.4024,1028.7,83.94
a417c9,DAL855  ,-73.3635,40.9112,8221.98,251.04
a68d02,DAL792  ,-97.9115,43.6054,10668.0,260.32
346611,VOE74SN ,4.9759,44.4028,3360.42,156.97
346613,VOE27YV ,10.3712,42.6227,9174.48,196.79
346612,VOE3531 ,-0.3727,42.2577,9448.8,181.76
a69408,N52290  ,-74.2529,40.9434,335.28,47.33
a55a08,N444FT  ,-121.5161,36.6626,3611.88,122.64
a6f713,EJA548  ,-121.8005,36.9486,3025.14,156.11
a56d31,N449MT  ,-113.3508,36.6521,11582.4,246.45
70c0ee,OMA143  ,20.9122,43.8243,12192.0,243.28
70c0ef,OMA131  ,19.2392,46.9729,11582.4,235.83
ab18bc,N814FG  ,-75.1407,40.5145,830.58,47.82
a9ee84,N739WX  ,-115.4364,36.3998,1996.44,37.83
7609f1,FJL847  ,73.9849,31.3218,3840.48,189.18
a38db4,AAL1018 ,-108.7289,34.8992,10668.0,262.52
a524c5,SKW3338 ,-123.2141,41.4865,10668.0,207.91
ad2095,JBU2986 ,-118.4086,33.9361,,3.86
70c0df,OMA647  ,54.5535,24.7732,11582.4,244.39
acb0f8,TG01    ,-104.0708,37.9626,2194.56,36.81
a22768,N238ND  ,-71.2414,42.032,609.6,52.55
a7a28d,EJA591  ,-73.2729,42.2633,5425.44,188.05
a3e4d2,N350AE  ,-115.5478,36.3758,2872.74,112.32
a63dc7,JIA5295 ,-80.7644,40.5078,7620.0,259.39
a5741d,SWA514  ,-104.5659,35.9842,11269.98,233.59
7586d8,CEB790  ,121.6571,13.6245,6286.5,186.95
70c0f9,OMA101  ,17.7742,47.4443,11574.78,238.0
a56d3c,WCP249  ,-80.6079,27.3626,883.92,48.12
a19d4c,N203BL  ,-80.2541,33.0829,152.4,37.1
a51de0,N429JK  ,-85.7412,40.4529,2407.92,79.08
70c0f7,OMA165  ,53.8199,27.6539,11582.4,242.41
a0ba0e,N146MA  ,-121.8236,37.7166,556.26,55.6
a1a4a7,N205AS  ,-97.0164,32.6323,1196.34,87.04
a18a1d,N199FF  ,-87.8429,42.4047,274.32,41.09
a537ed,RPA4473 ,-84.2555,43.3231,9304.02,261.82
89639f,UAE232  ,-76.1082,41.2162,9936.48,255.02
781105,CES2076 ,50.6479,57.8891,11277.6,250.32
780a0e,CPA784  ,113.9252,22.3095,,0.32
aae5a9,AAL799  ,-97.6598,30.1971,,8.75
89639c,UAE31V  ,23.8694,46.7713,11887.2,262.43
80073c,AIC128  ,28.0459,44.2855,11269.98,269.4
c05a4e,CGIFD   ,-73.2395,45.5707,281.94,48.16
a31a57,UAL142  ,-127.2082,47.5586,11269.98,258.68
4ca8e4,RYR71SE ,-6.931,42.3203,11277.6,238.92
aa2296,N752MM  ,-121.129,47.5535,6339.84,99.32
4ca8e5,RYR3PK  ,3.3666,45.8059,1074.42,86.29
31ff28,ADM420  ,-7.8901,38.5296,182.88,23.24
3c61f8,AHO773  ,14.226,40.0174,12192.0,233.44
a20155,CXK189  ,-97.0722,32.5044,876.3,46.43
a9db1c,N734NJ  ,-115.3061,36.2389,1341.12,37.51
70c0a7,OMA183  ,49.6185,50.7559,12192.0,241.27
a9db1d,N734NK  ,-116.9885,32.834,327.66,42.29
a2b1ab,ASA1154 ,-118.736,35.2886,10972.8,237.43
70c0a6,OMA832  ,81.9971,13.9646,12192.0,261.28
a8856d,UAL397  ,-118.5769,37.674,9144.0,226.5
add0ff,N99HF   ,-73.0709,40.667,1066.8,50.44
4bab25,THY8CA  ,20.4979,49.0917,11582.4,221.64
4bab26,THY2UG  ,2.9146,43.5785,7033.26,159.53
a9ee4a,N739UP  ,-80.6261,28.009,350.52,54.82
e48fc2,TAM3152 ,-48.8515,-26.665,11590.02,216.73
4bab23,THY3DJ  ,0.8152,36.0755,8983.98,242.11
4bab24,THY41GA ,26.5455,42.0787,9448.8,238.01
c08799,CRQ922  ,-74.7899,46.235,5562.6,150.36
a9923b,N7159H  ,-73.9582,40.7909,533.4,13.35
4ca8f8,ITY1198 ,11.9317,41.8018,10355.58,236.56
781112,CXA801  ,118.1629,14.6443,10058.4,251.93
4ca8f5,ITY066  ,3.435,41.1505,11879.58,211.44
31ff13,IPDVM   ,15.5611,39.8938,815.34,76.17
4ca8f6,ITY1577 ,9.173,39.4414,4084.32,185.73
ab18ef,N814HH  ,-104.9047,40.7646,4145.28,77.51
4ca8f0,ITY1787 ,9.2807,45.4366,,0.0
a9ee74,N739WF  ,-89.4456,30.3539,1950.72,52.51
4bab2a,THY3RW  ,22.3628,52.4638,10660.38,249.51
a99257,N716A   ,-89.5791,28.9063,7315.2,133.81
aaf8f1,JBU953  ,-80.0938,26.8206,868.68,126.99
4ca8db,RYR2WR  ,-14.7554,29.9023,11277.6,221.25
7609c2,SEP724  ,72.9252,30.2347,9517.38,243.09
a2147c,RPA5643 ,-70.8454,42.3258,1775.46,143.87
4ca8da,RYR25KE ,-1.6808,50.2558,4381.5,149.85
a2014d,CXK164  ,-110.9326,32.092,1066.8,37.13
a8ce4f,AAL1603 ,-97.0224,33.0268,762.0,90.32
780a2b,CPA663  ,92.8358,22.1905,10363.2,258.44
ac25c4,FDX30   ,2.1744,49.2723,3566.16,170.77
a0ba4e,EDV5486 ,-75.5651,37.9133,8229.6,223.62
a6329d,GTI034  ,,,,272.5
a3210e,N300TU  ,-99.3391,35.6393,13106.4,225.19
a45431,,-68.5882,45.9848,1920.24,53.19
a20132,LLN108  ,-97.4666,33.3075,1059.18,29.34
a2aab5,FDX423  ,-93.6901,36.1727,10675.62,247.81
a20130,N22806  ,-97.2656,32.3551,1653.54,37.31
70c0c6,QTR1400 ,12.607,36.2675,9083.04,235.06
4ca8af,RYR8PC  ,5.3631,50.3126,3657.6,175.31
a3f7b8,DAL1342 ,-105.5552,38.7278,9761.22,219.74
aadee5,N8TS    ,-77.8011,38.5469,13106.4,218.83
4853f4,KLM87X  ,5.7237,50.0138,10668.0,234.61
a1e132,MXY110  ,-82.5395,27.9864,,7.72
0200cb,RAM770T ,0.2806,46.8085,10073.64,267.91
a99e77,N719LA  ,-111.4142,33.2912,762.0,49.0
a1a4cd,N205CE  ,-117.0942,34.1283,1127.76,43.36
780a3e,CPA086  ,-124.4943,51.0553,10058.4,253.22
4ca8d6,RYR13DH ,26.1959,44.5412,1645.92,122.19
780a3d,CPA2014 ,27.1561,43.217,10668.0,268.1
781d6d,CKK227  ,-93.6187,43.8852,10668.0,276.82
4ca8d8,RYR1CV  ,-7.982,52.8137,6697.98,173.99
4ca8d9,RYR9983 ,19.764,51.4615,3154.68,141.58
a3475e,FFT534  ,-78.4561,39.1734,5311.14,204.83
4ca8d5,RYR468J ,-0.7658,46.3577,11277.6,244.35
a07177,AAL121R ,-94.9696,31.9597,10363.2,230.93
aad2a8,N797GM  ,-116.6462,43.3305,3680.46,138.65
800739,AIC131  ,12.0371,50.2489,12192.0,231.99
