ICAO24,Callsign,Longitude,Latitude,Baro_Altitude,Velocity
a0ed34,SUB1311 ,-87.0877,30.5002,1196.34,115.84
4a91f8,SAS1017 ,17.9296,59.6529,,1.8
a11435,N169ME  ,-121.4337,37.6908,152.4,38.67
42478e,000VPCAR,-96.5786,35.5352,13716.0,247.06
86d90e,JAL707  ,100.8349,13.9726,1524.0,109.55
a677bf,N516AF  ,-75.0536,40.8848,1531.62,63.8
a08a6b,DAL2579 ,-122.297,47.5952,1737.36,140.19
ad18b0,DAL2763 ,-85.2716,32.627,5798.82,191.57
a4bd34,N404TP  ,-112.7075,33.4259,640.08,57.11
4951ca,TAP1271 ,-8.8719,38.6164,2743.2,140.1
4951d3,TAP457  ,-5.7561,43.8461,11887.2,198.76
aa8b0c,CXK590  ,-97.6793,30.6441,495.3,42.2
4951d6,TAP923  ,-0.4168,43.3533,11285.22,201.35
4951d7,TAP948N ,5.3739,45.4764,6355.08,233.99
4951d9,TAP557H ,-0.0328,44.0223,11285.22,198.91
3944e5,,9.7223,38.481,10728.96,216.86
ab284d,AAL1023 ,-77.0525,38.8862,198.12,75.31
a3b75e,N339BG  ,-84.5962,40.7192,2080.26,60.21
4951d1,TAP926L ,8.4672,47.2369,3954.78,182.09
a46d47,UAL1351 ,-99.6073,39.6212,10363.2,226.38
aa55c0,SWA1297 ,-78.5497,36.2783,5082.54,210.18
a34127,N309EB  ,-76.6239,38.2308,1203.96,36.01
a4bd1f,N404ST  ,-81.5277,33.8888,1958.34,91.73
a97700,N709LJ  ,-85.0897,35.1352,1188.72,74.27
489490,SPFER   ,19.9002,49.9491,426.72,42.58
a39ac7,DAL2957 ,-96.6709,30.3288,6050.28,215.59
a22d94,N2399T  ,-95.1584,29.2983,883.92,43.01
48ca40,SAH59P  ,3.7386,40.8159,5920.74,210.96
a2e4c7,FDX400  ,-103.4476,39.0642,10675.62,236.06
aaa5b8,SWA2099 ,-115.2139,36.0406,11887.2,251.9
40097f,BAW141M ,-0.4683,51.2825,3208.02,151.11
a1bdf6,N211HP  ,-81.462,30.4877,1074.42,48.37
40097d,BAW494  ,2.0399,42.4569,10668.0,227.06
a8e29c,DAL1882 ,-78.9279,27.3051,10972.8,248.17
4043b8,,-0.8379,51.4918,480.06,47.49
a7c28d,N6A     ,-72.8809,40.6185,1226.82,143.74
a1c4e1,N213CH  ,-82.9581,36.3052,2072.64,94.44
ae0073,STARE02 ,-99.5917,33.8653,3848.1,168.65
3944f3,AFR1796 ,23.3625,36.966,10660.38,244.92
aaa5ae,UAL719  ,-74.1599,40.7001,38.1,54.3
aaee43,DAL71   ,-82.5442,35.2209,9845.04,249.91
ac8eb4,FTH908  ,-78.3919,37.8483,10972.8,256.3
3944f5,AFR83AN ,12.444,42.6189,10660.38,238.79
ab0e54,DAL837  ,-88.2191,34.1015,8305.8,257.59
a06909,N1253C  ,-121.9585,37.4262,1485.9,83.07
a7c297,N6AK    ,-99.1384,40.6732,12192.0,231.0
aa9e1f,N78303  ,-122.7608,47.6533,792.48,55.34
ab5bb1,SWA2902 ,-76.8246,39.2097,2148.84,141.29
3944f8,AFR29LC ,1.4076,43.5849,381.0,65.34
39dd41,CCM68PR ,2.9302,48.5283,2209.8,132.43
a45a07,N38MC   ,-80.9482,28.2235,1630.68,98.34
a58103,AAL713  ,-112.0074,33.4389,,4.89
a39ab4,DAL1773 ,-118.0599,33.9865,1676.4,136.75
ae006f,STARE01 ,-99.6039,33.899,4914.9,253.93
ab88ee,SCX1614 ,-93.2288,44.8747,,0.06
8961b4,DUB3    ,28.6743,43.3236,11277.6,251.63
ae1ea4,,,,,108.09
ab0e4c,AAL982  ,-84.3022,33.6319,792.48,94.66
400982,BAW796  ,-6.2301,45.6875,11285.22,201.89
a5dd36,N477XP  ,-79.1756,35.0227,1653.54,59.0
400981,BAW2KP  ,1.2469,45.6493,10668.0,215.08
4844ef,MPH9173 ,9.0063,54.2035,12489.18,218.48
a71d34,ASA1    ,-98.46,45.4767,10972.8,204.45
a797d9,FDX876  ,-93.841,36.1988,11902.44,247.49
a8e279,DAL1460 ,-107.1449,41.0259,11887.2,239.28
a34d52,JBU1565 ,-94.0667,34.4382,11582.4,251.72
440ca1,OEECO   ,11.3705,47.5245,7536.18,161.0
a3a44a,FWK37   ,-84.5631,34.0137,403.86,69.96
489470,BNI8R   ,19.1826,51.9589,640.08,43.55
a46d29,UAL2624 ,-82.777,39.6454,9753.6,231.98
a08a60,,-92.7849,41.9361,1356.36,74.17
a5dd1c,SWA1764 ,-104.1004,35.2947,11277.6,242.1
a46d26,UAL2661 ,-91.9359,43.9905,10363.2,211.65
440ca9,EJU94UQ ,-3.0756,41.6116,8183.88,246.37
a35435,CXK687  ,-96.9097,32.496,381.0,44.43
a34d3d,N3112Y  ,-82.6784,39.5116,2743.2,93.72
40095d,BAW940  ,6.1688,51.9753,5402.58,208.48
a0ed6e,UPS2773 ,-86.5824,36.9302,6911.34,211.0
a2ddac,ENY3909 ,-92.9874,32.4458,9144.0,246.02
a64ab0,EDG504  ,-109.7251,36.31,11887.2,249.56
800659,VTLTC   ,76.7851,28.0992,5181.6,182.15
ac8ee5,SWA9008 ,-106.3897,36.0446,7932.42,214.28
a304b2,N294DS  ,-115.2018,36.2101,,2.83
ac95ba,EDG91   ,-111.6283,42.4975,12382.5,230.04
ac8ed9,N908WA  ,-80.4271,25.9845,518.16,42.21
a0f44c,DAL273  ,-59.8393,44.3996,10972.8,228.54
aab8ff,JKA90   ,-94.9868,32.7846,1341.12,50.93
abd8e4,SWA3057 ,-87.7442,41.7883,,0.0
a9fb6f,N742R   ,-112.0873,40.7954,2659.38,88.75
ace5b6,AAL615  ,-82.6169,27.9524,3352.8,158.92
ac353a,N886MH  ,-114.6953,36.0309,1066.8,62.09
8a03f3,AWQ240  ,103.6182,1.0846,3916.68,196.11
e071d1,ARG1621 ,-59.5821,-35.7416,5981.7,244.13
ab6efc,DAL904  ,-100.138,35.706,10363.2,239.61
a3414f,N309FS  ,-85.2351,34.536,2232.66,74.34
440176,EJU68DL ,9.7146,44.6504,11582.4,221.23
440185,EJU491E ,2.9013,49.4802,7124.7,216.82
aaa5dc,SWA443  ,-117.3946,33.9833,4526.28,161.95
a7c261,N59982  ,-81.8238,30.3309,2590.8,83.97
a0b902,N146AH  ,-117.3994,33.9385,426.72,30.94
ae1eb7,BOMR831 ,-97.1561,27.6846,708.66,129.09
3cc605,DCCHH   ,9.6326,52.8295,6858.0,177.67
a04f23,N119RK  ,-92.4483,32.6396,2903.22,69.11
ae1eb6,BB049   ,-87.8066,30.6284,4282.44,83.2
ae1eb2,RNGR811 ,-97.3156,27.7474,541.02,105.5
39ca61,TLJ378A ,0.471,50.9983,6614.16,207.69
a11fa3,UAL8157 ,-83.3309,41.4224,10972.8,221.2
ab62d3,SWA742  ,-116.1918,36.1001,7612.38,238.27
a34d98,JBU680  ,-83.3013,43.0947,8839.2,270.14
a40ae6,N36KT   ,-98.3318,28.6859,2286.0,91.34
ae1eaf,TSTR22  ,-76.0047,38.3421,3383.28,141.94
3c0caa,TUI21J  ,6.7631,51.2818,,2.83
440172,EJU4301 ,0.7966,45.7039,8534.4,182.24
47878d,NOZ144  ,5.6373,58.8983,99.06,77.69
440171,EJU47PM ,10.3654,45.9005,9197.34,241.99
440170,EJU47BZ ,19.6839,38.9219,11887.2,233.06
a6a26c,N5266K  ,-96.2734,32.0354,914.4,52.22
ac82b1,N905KS  ,-82.2405,28.0556,609.6,57.33
a39af5,N331QS  ,-116.7831,32.364,12496.8,214.28
a39af6,TPA4242 ,-73.7386,6.1142,8191.5,232.15
abbedb,AAL1138 ,-77.1784,38.7421,2179.32,137.31
a9fb4e,AAL2359 ,-97.0481,30.3501,4693.92,205.63
452144,ENT54TA ,26.2798,44.1784,9212.58,241.67
478772,NOZ8LE  ,11.4469,56.008,4754.88,219.87
ad9bc8,AAL2472 ,-107.2485,38.6801,9753.6,237.0
44018c,AOJ45C  ,14.2875,45.8809,10050.78,217.48
392ae6,AFR19GF ,-3.6279,40.2318,11887.2,214.48
3944ef,AFR4265 ,2.3574,48.7269,,0.06
abfb46,AAL1692 ,-75.478,39.7852,5440.68,192.56
392ae7,AFR37GN ,2.7818,49.0508,4404.36,178.5
a46d70,UAL1050 ,-78.0819,37.9977,9144.0,240.23
a39ada,EDV5424 ,-73.996,41.009,5189.22,181.67
3c5c41,BTX1A   ,4.7959,52.1979,11887.2,266.33
392ae8,AFR76DA ,4.734,46.7603,10363.2,241.2
45caba,NGN81B  ,10.0698,49.6564,4259.58,163.75
a2d1bc,ASA425  ,-103.741,36.0324,10363.2,229.54
4844ab,GXA3392 ,-82.5477,27.8085,777.24,93.66
ac82bc,N905LC  ,-82.0121,29.5878,10690.86,231.4
39dd58,CCM91UW ,6.3974,43.1827,4373.88,139.13
aaee96,PJC83   ,-76.1276,41.6597,12595.86,156.31
adfebe,PAT317  ,-92.1215,36.7067,12192.0,213.32
ace5cc,N930BK  ,-91.4264,44.6357,8229.6,179.8
ad05ce,N9380W  ,-95.446,30.575,1615.44,62.9
392af0,AFR1899 ,18.4291,39.5821,10980.42,241.65
aaa5ff,SWA2795 ,-112.1209,33.4287,784.86,77.72
ac2e81,GAJ884  ,-96.8786,32.8641,251.46,54.96
a2348d,RPA5606 ,-73.057,40.2807,9753.6,230.96
392af3,AFR1184 ,2.3857,47.5627,9723.12,217.23
44017c,EJU48GD ,-8.9999,48.0516,10988.04,235.1
392af8,AFR1060 ,14.6311,47.2954,10660.38,243.34
a1b1bc,SWA2931 ,-120.5086,38.4841,7749.54,229.93
3931cd,FGMON   ,5.9127,45.1866,1379.22,1.85
392af9,AFR42DE ,6.4184,45.7773,11277.6,228.67
ab62f8,SWA3490 ,-76.6465,39.1468,472.44,92.4
7c7599,RSCU533 ,153.135,-27.3774,30.48,22.92
a8e247,DAL2227 ,-82.5452,27.9063,464.82,86.98
a46d4e,UAL1398 ,-77.8275,38.8774,2232.66,142.4
4a4eae,HYS256  ,22.3221,45.5322,6812.28,229.83
ada526,DAL1892 ,-86.1263,35.3699,9448.8,238.01
392aeb,AFR13CF ,15.0147,42.9248,11209.02,238.2
4844b7,P4XRS   ,11.7342,45.2985,12496.8,257.92
440195,EJU51PM ,23.5622,37.5476,2286.0,118.85
a40aaf,N36HN   ,-86.0077,32.5814,2407.92,79.42
ace5bb,DAL2336 ,-84.3136,33.5365,1562.1,121.41
440191,EJU89ZN ,25.0543,37.0426,10972.8,212.47
48940d,SPFAN   ,18.003,53.1542,640.08,45.79
a9025b,NOAA68  ,-88.7561,30.3674,2110.74,94.42
a39ad6,N331PL  ,-88.2294,34.075,9410.7,191.29
ad6881,NKS2806 ,-70.6694,42.0735,2583.18,158.12
a2347f,N241JA  ,-86.2784,35.7831,1638.3,57.16
45caa6,DMS214  ,7.1905,49.2169,609.6,57.68
ac20c4,SWA3343 ,-102.1974,32.0869,1333.5,89.18
489409,,,,13106.4,246.04
45caa2,DMS67F  ,9.9865,62.3125,5181.6,137.01
47873f,IBK276  ,10.9291,60.2626,3177.54,145.0
ab503a,SCX8179 ,-76.0683,37.3895,8115.3,214.49
a82a3f,EJA625  ,-83.9935,35.8124,,3.34
a23fb2,RPA5677 ,-71.679,41.3279,4892.04,205.79
a29611,JBU609  ,-81.5888,30.6834,1440.18,147.25
440132,EJU608F ,-1.5821,48.0529,609.6,101.5
a05646,UAL85   ,-11.8305,53.1732,11277.6,255.26
440141,EJU54JV ,1.8229,48.5627,3352.8,199.14
ab6380,AAL99   ,-82.4359,43.4388,11574.78,244.93
440d6e,EJU75GB ,1.533,42.6266,11574.78,244.06
a8daaf,N67PL   ,-95.8029,29.6076,525.78,43.22
ad0677,N9385Q  ,-83.9614,32.4835,3139.44,82.97
440d6f,EJU7972 ,18.1807,44.8549,11574.78,227.54
86d9f4,ANA215  ,1.5672,49.3174,3710.94,187.39
a05648,UAL971  ,-63.3344,49.439,11277.6,241.67
a88abc,N65DR   ,-104.0124,39.0248,2171.7,88.07
a95128,N7PG    ,-93.2499,45.6092,5836.92,191.59
a09cad,AAL402  ,-89.9948,36.4092,10066.02,234.76
a0563b,DAL332  ,-114.0064,34.2915,10675.62,267.94
478742,NOZ843  ,17.9588,59.6485,,2.57
ab5056,UAL2082 ,-96.4752,43.1938,10965.18,210.7
151e29,TYA409  ,48.8164,43.3475,7734.3,236.03
a6a1af,N52606  ,-82.4945,27.3483,617.22,54.08
151e09,PBD526  ,42.5183,56.2544,11582.4,223.19
45cab9,AFR55FL ,0.2177,41.3409,10027.92,224.0
45cab5,AFR36HN ,7.3424,45.9699,10355.58,225.15
440128,EJU68PZ ,6.3579,46.2679,3375.66,174.25
a891a7,NKS1351 ,-78.8328,35.5457,11277.6,228.06
440d5b,OEAAB   ,14.8134,46.9814,1729.74,59.0
ab6391,CXK376  ,-104.8483,39.5146,1935.48,47.35
a126c3,UAL1330 ,-76.8032,36.8534,10363.2,248.84
a126c4,UAL1358 ,-81.4872,41.4433,11277.6,252.92
a126c5,UAL1003 ,-76.9197,41.3604,9243.06,263.73
a8443a,N6313F  ,-81.4525,29.6967,754.38,46.86
a3c9b4,DAL1418 ,-81.2457,35.4537,10058.4,246.32
151e14,PBD404  ,56.1342,56.8746,11582.4,227.9
440d70,AUA33M  ,9.5224,50.1129,10972.8,229.51
ab6394,AAL1302 ,-77.0418,38.8564,,0.0
440d71,AUA854  ,22.2356,43.225,11582.4,231.45
ad4cf2,SWA4541 ,-114.5655,32.7687,11620.5,249.51
151e18,PBD6838 ,24.3491,59.7349,11887.2,251.15
adb6d8,,-80.1784,26.1789,274.32,48.44
452143,BTI3TG  ,20.438,56.4845,10416.54,192.2
44014a,EJU13MC ,-3.5668,40.4647,,0.0
ac20e7,SWA3013 ,-115.1457,36.0818,,0.77
c03493,TSC398  ,-72.1392,38.0219,10058.4,248.92
151e2a,TYA321  ,46.0896,43.4892,10988.04,190.88
a70a84,LFA334  ,-81.7369,28.7069,586.74,47.87
a411ee,N361VR  ,-122.2401,48.1817,632.46,54.03
440159,EJU98JW ,9.9728,45.4381,10972.8,222.74
45212d,ADZ853P ,12.6711,55.6277,83.82,64.13
a5ca89,SWA3665 ,-118.3317,33.5198,2011.68,141.41
ae1f8b,LEGEND6 ,-78.0723,37.3564,2270.76,77.21
a5ca85,N472WJ  ,-111.6257,33.4012,784.86,70.64
3cd8b8,QGA37A  ,17.4874,47.0273,12496.8,222.25
a5e48a,SWA1506 ,-121.9248,37.3633,,0.0
a05629,UAL399  ,-95.4069,37.9114,11574.78,251.14
471da9,WZZ4VV  ,7.6241,51.5206,,10.8
a06958,N1255M  ,-97.4185,32.2563,784.86,54.65
a6049b,SWA27   ,-111.3263,35.7059,11887.2,250.26
471da8,WZZ2BP  ,12.1412,49.759,10683.24,242.57
356341,AME4504 ,-5.7975,37.8919,7109.46,211.01
acc02b,SWA3093 ,-111.8479,33.3848,2232.66,130.17
452135,MAC315  ,-1.3413,46.3426,10363.2,288.49
39e46f,CCM61EU ,8.736,42.0032,662.94,107.23
452134,BIX1135 ,26.0905,44.7333,10370.82,226.99
471dac,WZZ3115 ,30.8562,35.4221,10058.4,222.31
a88ae5,N65FG   ,-92.5955,40.585,13106.4,249.43
49528f,TAP673U ,-8.3101,40.2395,11049.0,190.76
4b1543,CAZ102  ,9.1928,47.7225,3352.8,138.03
adff83,PRANG1  ,-98.9785,29.4867,2072.64,153.77
45211e,CFG8WZ  ,23.1744,41.0923,10355.58,245.35
ae2676,C6528   ,-81.495,30.0592,586.74,65.55
151e1e,PBD788  ,38.303,40.3894,11277.6,276.14
471dab,WZZ3AE  ,18.8626,47.3657,10972.8,224.03
a8edd3,N6746W  ,-112.1415,33.746,3474.72,85.1
a3ff26,DAL874  ,-95.1523,36.9451,10355.58,231.36
a46d8f,UAL1249 ,-74.1735,40.6873,,7.46
a96444,N704JT  ,-81.4114,30.8015,12496.8,210.12
151e30,DRU9942 ,40.489,55.824,10858.5,228.02
151e31,DRU543  ,39.8351,55.8023,8823.96,219.34
49528e,TAP573R ,-0.3431,43.6083,11285.22,201.66
a11fad,N1713H  ,-94.6379,39.0467,3032.76,82.32
495298,TAP47MM ,-9.1392,38.5664,1379.22,135.42
a2cafb,N2795J  ,-80.2966,25.8958,152.4,29.18
a126ec,UAL1678 ,-82.3478,39.85,6096.0,206.93
a126ed,UAL1419 ,-82.9927,30.1385,10668.0,240.3
a1ac1a,OAE560  ,-123.4762,48.6602,2194.56,137.46
aa9249,UAL3894 ,-93.6606,36.5595,12496.8,244.19
ae0042,SHOOT15 ,-97.3119,37.4844,1516.38,168.53
a0ffef,N1635W  ,-97.0825,28.5726,3291.84,91.99
a15c54,SKW3311 ,-119.1644,45.96,10363.2,239.04
a03028,TIV111  ,-111.7194,40.219,,0.0
a73771,N564TB  ,-102.7794,33.753,11574.78,203.84
a11ffd,CXK631  ,-104.5929,39.1752,2628.9,49.7
a5945e,MVP752  ,-81.5979,33.1039,10728.96,211.69
a82a00,NDU625  ,-111.6536,33.3013,480.06,41.83
86d9b0,ANA871  ,138.0563,34.5735,9166.86,249.45
7020a6,,88.4479,22.6614,,4.89
a927ca,N68954  ,,,,41.49
7020a4,BBC617  ,91.1814,22.9249,4572.0,132.11
a651a9,EJA506  ,-96.8001,32.5265,4175.76,169.34
a82a06,NKS126  ,-81.1593,28.6467,2903.22,145.02
7020a3,UBG542  ,90.3721,24.0215,1242.06,115.45
a95d32,NKS888  ,-98.7134,40.6047,11269.98,246.58
440d35,AOJ76R  ,6.1026,46.2314,,9.77
440d36,AOJ70R  ,9.8735,40.2541,13106.4,237.3
0d0bbb,VIV670  ,-98.6897,29.6158,1173.48,118.96
0d0bbe,VOI916  ,-116.2792,32.9737,10271.76,235.92
ae2696,C6564   ,-82.3775,29.3059,1493.52,75.76
a52ada,N432DC  ,-77.2565,40.0431,1844.04,95.63
ae0030,SHOOT25 ,-97.0424,40.8811,1516.38,181.13
4bb2ae,THY7PW  ,36.9747,39.7964,10972.8,193.5
4bb2af,THY5NT  ,29.2715,40.8847,228.6,56.84
a1500a,FDX440  ,-110.175,37.6227,10675.62,259.0
7020ab,UBG321  ,90.7078,23.3812,5181.6,176.47
a61797,ASA351  ,-109.2694,39.339,10363.2,230.78
ae2694,C6562   ,-122.2314,37.553,30.48,23.26
40093f,SHT5X   ,-3.2399,53.3717,8237.22,212.54
a6b4b7,LXJ531  ,-98.6947,31.3901,10111.74,236.39
a4c464,N406RB  ,-95.8264,45.7277,1059.18,79.46
a03038,DAL1991 ,-97.2414,42.7115,10363.2,227.78
49526a,RZO123  ,-9.1203,38.8107,518.16,86.74
a8a73d,FDX1709 ,-122.2159,37.8493,1668.78,142.09
e02400,LVRFU   ,-58.6477,-34.6958,297.18,21.4
a09cfe,DAL1414 ,-73.8786,40.9321,1226.82,110.9
a83d28,N63UC   ,-97.6613,30.3315,739.14,108.43
ae002d,SHOOT05 ,-97.9683,36.6099,1325.88,167.76
a927de,N6896P  ,-120.7733,37.3293,1341.12,86.76
a31961,UAL986  ,-59.8904,50.6371,11582.4,240.09
7020b4,UBG333  ,87.419,22.5759,9753.6,250.2
a7111a,CMF1604 ,-78.2107,36.4894,2407.92,75.31
a126cc,UAL1933 ,-108.0969,35.6855,10668.0,243.87
aa42aa,ENY3680 ,-90.2664,32.2242,10393.68,247.45
ad906f,SKW5025 ,-99.9288,46.7874,9083.04,245.92
a5813f,N454CW  ,-85.0787,31.2618,3474.72,95.17
a5ca46,N472TW  ,-86.3072,38.7934,1356.36,47.34
ae0062,ARCAS05 ,-98.9504,33.8232,5356.86,236.78
a1762d,N19333  ,-123.2311,44.7682,1043.94,41.24
a1ac11,ENY3766 ,-89.4935,40.8081,6400.8,208.73
ab282b,RPA5672 ,-91.2018,41.5113,10972.8,226.44
a4aa4f,N40AG   ,-83.9968,35.8104,9448.8,212.55
a30626,UPS9871 ,-122.5987,45.5939,,1.54
495265,SAT435  ,-25.6975,37.7419,,12.35
495268,RZO183  ,-10.6549,40.9729,10043.16,199.03
4bb2a1,THY78MP ,28.914,40.6302,2179.32,136.59
4bb2a2,THY9LR  ,28.1336,40.7632,5387.34,172.78
440d52,OEAXE   ,13.1888,48.2048,1021.08,65.9
ab6eb9,AAL970  ,-108.9515,32.1328,9144.0,247.58
a6c7ed,NKS830  ,-82.0844,28.0078,4427.22,180.73
440d56,OEAOG   ,14.5926,46.8311,2438.4,62.21
aa8b28,N779HC  ,-77.9521,44.3593,1554.48,118.47
a05671,AAL2497 ,-87.1296,30.341,487.68,99.04
a651e1,SKW4864 ,-121.7572,37.3016,3147.06,149.32
a23fe5,ASH6123 ,-92.0435,32.6536,10972.8,264.33
a16f75,N1919   ,-81.505,26.3464,5326.38,132.26
440101,OECMP   ,15.4333,46.9946,320.04,0.0
c0475f,ASP875  ,-114.0071,51.1002,,0.0
a4c492,,,,,1.8
a83108,JBU993  ,-79.9663,26.067,1767.84,143.04
aa68ee,N77ZA   ,-81.5633,32.3329,6393.18,131.78
ab150a,N813FM  ,-112.0549,34.7853,2781.3,154.6
a126e6,UAL2671 ,-97.9298,29.8686,3855.72,200.46
440d3e,C12     ,15.5803,47.0546,662.94,16.47
aa55bd,ENY3493 ,-77.4284,42.4988,10668.0,249.08
a126e8,UAL1895 ,-96.0968,30.076,4785.36,216.51
4bb2a9,THY6BL  ,20.9578,44.6554,10668.0,233.45
aaee0f,WSP803  ,-80.5321,32.5589,2209.8,150.1
a499a5,N396FW  ,-82.4062,27.2174,1158.24,83.75
7c38e2,VHLIS   ,23.7824,38.1095,,8.75
a113ab,N169FS  ,-93.7819,36.3703,2247.9,83.78
4bb2a3,THY9US  ,27.327,37.8082,6515.1,197.9
a499a0,FFT681  ,-104.6879,39.797,1912.62,75.11
a0433b,RPA4653 ,-74.4454,40.2863,2522.22,130.79
440d00,EJU41FA ,12.196,51.9412,7414.26,186.77
4baada,THY26RT ,29.2012,40.9003,2781.3,138.81
5000b3,MEA242  ,16.4963,39.0761,10652.76,218.38
4007fb,BAW2033 ,11.441,49.4691,11277.6,256.9
a67960,SKW4866 ,-120.8781,40.4962,10668.0,188.63
aa06d8,STY745  ,-80.105,36.2194,7315.2,250.26
aaffaa,AAL1161 ,-101.6064,34.3498,10668.0,240.03
ad1927,JBU2123 ,-98.0864,38.8153,10363.2,232.25
a41f6c,FFT2847 ,-72.6685,40.6245,3870.96,166.92
ab761e,AMX909  ,-99.248,19.4162,3253.74,116.59
151d83,UTA727  ,28.7286,41.2141,373.38,77.17
a41f72,LXJ365  ,-116.3166,33.5498,4869.18,150.69
a0438c,N116LW  ,-116.1824,43.5494,990.6,58.67
495245,SAT441  ,-25.7185,37.7486,76.2,55.89
aaa621,SWA546  ,-86.2356,32.4358,12192.0,233.58
a53f5b,RPA4709 ,-75.0711,40.2205,8069.58,194.4
a55986,N444AN  ,-96.524,38.8943,2735.58,88.69
4bb1e7,THY98JV ,21.9545,45.302,11582.4,225.04
4007f7,BAW198  ,48.4312,29.274,10972.8,251.55
4bb1e3,THY3WP  ,8.7036,50.9923,8244.84,192.86
506f87,PT      ,15.9754,46.4769,952.5,25.72
ae5a91,SQUIB44 ,-86.2776,31.0323,670.56,51.41
a29680,ENY3882 ,-102.6689,43.488,3992.88,178.08
4bb1e1,THY6KU  ,30.4214,37.7581,11887.2,243.76
ab6f3d,N836GC  ,-114.8899,36.0845,1059.18,56.16
a84fa1,N6345B  ,-81.1606,29.5037,1226.82,60.76
8004db,AIC184  ,32.107,61.7656,11277.6,261.03
aaa637,N7855Y  ,-96.6598,32.4105,1127.76,58.95
151d71,AZV8888 ,47.4538,46.31,10675.62,205.46
4007f2,BAW119  ,8.5664,50.2919,10668.0,264.38
a0306c,FDX627  ,-102.1593,35.7311,11285.22,248.18
a603a2,N487LP  ,-82.7583,29.2526,1958.34,36.38
a486d4,N391DJ  ,-101.6117,32.1406,3291.84,69.55
a3e011,EDV5247 ,-74.0908,40.6174,1234.44,125.85
a7e93d,N609FT  ,-80.6,27.932,274.32,51.44
abbf2e,RPA3662 ,-77.7148,38.9611,1844.04,152.57
a15027,EDV5478 ,-83.8241,35.0265,4229.1,203.96
440d20,OEKOC   ,13.9836,46.8619,3657.6,69.88
151d8c,AFL1461 ,49.3135,60.2075,10972.8,231.4
a7e93b,FFT2155 ,-112.0217,33.4322,,8.23
abd959,N8625N  ,-98.0327,37.9812,1988.82,59.59
151d8d,,56.6659,61.1163,10972.8,234.57
89621b,UAE584  ,75.1755,28.1906,10668.0,262.7
89621a,UAE54J  ,28.112,43.5316,10668.0,248.78
ab6316,SWA3328 ,-115.1457,38.2474,10668.0,250.54
a53f84,N4370N  ,-93.7788,45.2822,1089.66,51.6
a6a300,ASA349  ,-82.718,44.4514,10363.2,200.44
4baac6,THY8LS  ,27.7498,41.4007,4754.88,184.23
a2e646,SWA1189 ,-87.9224,41.9724,,7.72
4baad2,THY2RG  ,28.1901,40.8412,7932.42,234.37
a603b0,GTI8228 ,-87.4339,35.4002,10668.0,250.12
4baad3,THY1SL  ,30.8969,37.9301,10668.0,254.48
adc9b6,JBU723  ,-106.7236,39.3094,10363.2,235.58
70220e,JZR741  ,,,9403.08,235.39
a53340,ASI4478 ,-112.1343,33.684,701.04,46.71
ad79e8,ASA421  ,-122.2561,47.2356,1363.98,132.47
a52c4f,UAL1454 ,-94.4069,29.7306,5737.86,205.6
a9faf9,N742LG  ,-83.4923,39.5953,2430.78,85.7
4baacc,THY6AN  ,17.4208,50.386,10972.8,211.02
49520f,TAP1154 ,-1.023,39.4437,11582.4,239.67
7105ae,SVA216  ,9.547,49.7622,11285.22,243.42
4892c0,ENT5555 ,13.0961,47.4773,10363.2,213.69
4baacd,THY9FE  ,28.8596,40.9407,1531.62,131.79
7105ad,SVA848  ,86.3886,19.064,11887.2,237.8
4baaca,THY2WC  ,27.8065,41.5035,4975.86,185.1
4bb1c3,THY4JQ  ,-0.0077,51.5097,1988.82,100.84
7105ab,SVA114  ,21.344,38.7018,11879.58,245.34
440d10,EJU74FD ,24.222,35.5085,472.44,67.75
a15c80,AAL1112 ,-97.0545,32.9289,251.46,78.2
ac33a3,SWA3091 ,-92.3203,39.1281,7947.66,234.14
a2f95c,ASA481  ,-99.1824,33.9657,10972.8,234.81
a4b0a8,N401DE  ,-112.0153,39.1968,8839.2,140.64
a03c8c,N114RF  ,-87.7224,35.5108,3139.44,83.02
a28f6a,N264SA  ,-96.2489,35.8493,1341.12,44.39
4baad6,THY3MV  ,21.1142,49.2491,11582.4,214.75
5000bb,MEA221  ,18.0334,40.7083,10363.2,241.63
495217,TAP1318 ,-8.0894,41.7552,11582.4,258.45
a30657,SWA1516 ,-87.4937,35.8219,4777.74,190.19
151d93,AFL1487 ,56.3908,61.0895,10972.8,233.06
151d96,AFL1519 ,49.9717,56.7675,11582.4,224.94
ac2cb4,,,,,53.8
34569a,VOE16YL ,3.185,44.5248,5715.0,179.9
a28f80,SKW3784 ,-115.4228,34.1215,10363.2,211.67
75869f,CEB751  ,118.0458,13.3221,10363.2,243.53
ab1ffe,DAL2597 ,-112.3666,34.7381,10058.4,256.74
ac59ed,N895WT  ,-95.0143,32.5437,7810.5,116.19
48455a,KLM70F  ,7.0078,44.8297,9288.78,225.65
a35ff9,N31634  ,-95.5347,30.0869,548.64,48.36
c04738,CJT2386 ,-82.1637,43.2159,7277.1,258.95
495210,TAP42XC ,-0.2323,41.8768,9067.8,224.55
a593ce,N459CS  ,-76.589,36.6948,83.82,29.49
495214,TAP491  ,-8.3353,39.9446,8633.46,207.65
48455d,KLM1614 ,28.5334,41.5324,3947.16,202.19
495216,TAP18YT ,-3.7395,40.9402,3291.84,146.8
a486b3,EDV5512 ,-85.7531,35.9444,8534.4,235.99
