ICAO24,Callsign,Longitude,Latitude,Baro_Altitude,Velocity
4bb0ee,THY508  ,29.204,40.8336,5387.34,207.97
a4f203,SCPR283 ,-94.141,31.0852,746.76,94.12
ac7589,N9012H  ,-121.1885,44.256,1158.24,45.86
44ce6f,BEL2WN  ,11.5089,44.8255,3390.9,180.97
44ce6e,BEL6PR  ,18.7074,47.8927,5105.4,195.97
ade53c,CNS257  ,-72.342,43.073,3360.42,137.58
aa7ba7,AAL123  ,-100.2222,33.3352,10645.14,248.84
a3de79,N3488C  ,-111.6606,34.0436,1973.58,52.7
478ef4,WIF52PA ,9.4902,54.9191,7010.4,160.07
c07fb5,WEN3301 ,-113.8689,51.2589,1920.24,101.93
ade548,DAL1832 ,-75.0901,39.9016,640.08,91.46
c01f28,FLE1615 ,-74.4404,41.4427,6888.48,205.59
a0e751,UAL1887 ,-109.8403,36.414,11277.6,248.02
aa351b,N757LY  ,-121.2033,44.3772,1097.28,40.25
aa95ac,EJA781  ,-90.8233,41.0829,12192.0,232.2
a728d6,VET560  ,-75.9499,39.419,6423.66,192.82
a3e55a,FFT2116 ,-99.9945,39.6691,10668.0,234.67
872f7e,ANA850  ,102.0449,13.9232,6873.24,234.82
a3f88e,DAL1432 ,-89.4293,32.8802,11582.4,256.46
aa8ec8,,-80.9081,34.2172,1645.92,73.58
704946,MMA234  ,98.1275,13.9679,10347.96,245.03
a968bb,SKW3091 ,-99.4683,39.7041,11277.6,252.3
c01f1e,FLE601  ,-93.3519,45.224,11582.4,206.32
a728ca,N560VE  ,-98.3199,34.1183,11574.78,215.35
ad9577,N9744T  ,-122.3377,47.6287,,3.09
a62b2d,N497MA  ,-86.5455,30.3666,822.96,72.03
008ffb,GBB157  ,19.2088,-33.4001,5943.6,150.02
3c6dd6,EWG70NG ,-2.0035,54.5841,5356.86,182.88
a047d8,CXK262  ,-111.3597,32.588,2011.68,57.62
add245,N99WG   ,-95.6143,32.5665,2278.38,82.64
896305,UAE5M   ,21.1217,34.9352,10363.2,232.97
896304,UAE1KE  ,23.5887,47.1999,10668.0,267.8
ade56b,N995CC  ,-81.076,35.6003,304.8,38.48
459e61,OYGSA   ,11.0844,49.4964,,6.17
896309,UAE192  ,3.9057,38.0818,10668.0,256.74
a81ba7,N621TK  ,-104.6936,39.3149,2278.38,55.59
34530c,AEA055  ,-10.5608,38.8835,11887.2,219.52
a6a85b,N528TM  ,-102.3524,35.4956,10668.0,233.06
896311,UAE85A  ,27.8082,43.4629,10668.0,241.68
896310,UAE16G  ,26.5338,35.1137,10668.0,262.53
346648,VOE61LX ,-3.0094,41.9011,9669.78,247.38
a06a02,CNS5    ,-73.7627,41.14,571.5,69.7
44ce62,BEL23U  ,2.4454,53.6229,11285.22,235.96
346649,VOE87NB ,9.3267,40.7983,1104.9,105.74
345319,IBE32PA ,0.55,43.1392,11582.4,259.82
346644,VOE4KG  ,14.5681,37.9725,4587.24,216.59
a51e7d,EJA429  ,-80.7222,40.8958,3337.56,194.25
345313,VLG43FJ ,1.7014,41.6153,5692.14,203.99
a3e589,N350HN  ,-102.2014,42.3478,3848.1,111.87
a5123d,N426DJ  ,-84.0757,34.3162,1341.12,76.97
a047e3,N117TF  ,-81.097,29.1982,13106.4,247.6
406753,EZY74AX ,-3.1494,47.5927,10980.42,239.71
4bb0e6,THY40Y  ,11.063,56.6709,10972.8,233.22
44ce68,BEL4DQ  ,8.9984,55.5353,10203.18,296.83
406752,EZY767W ,-2.8917,53.4414,3406.14,145.17
406755,EZY43ZD ,19.7858,50.0753,,11.83
406754,EZY75TF ,6.3866,55.9235,11269.98,252.11
4bb0e2,THY903  ,-9.7392,46.8669,10363.2,233.67
a06a09,AAL2562 ,-75.9244,39.9129,3901.44,189.4
896315,UAE1X   ,5.3707,52.4622,10668.0,268.15
a6587b,JBU702  ,-94.3345,36.2827,11277.6,237.11
a4f239,DAL51   ,-4.4266,56.3775,10972.8,234.33
4017cd,GRVNX   ,-2.8149,52.9632,914.4,54.13
3e6727,DKEGL   ,10.174,47.6769,1043.94,39.37
a70ee6,GJS4437 ,-77.4423,38.9495,,0.06
44ce73,BEL7NZ  ,7.5731,51.3771,7559.04,177.62
a6f5b5,ASA983  ,-115.2438,46.5757,11285.22,245.42
44ce72,BEL4TE  ,16.4519,52.3387,11887.2,250.23
44ce71,BEL9EU  ,7.0689,56.234,11277.6,257.85
884345,BKP172  ,100.4572,12.7137,5181.6,140.06
e80600,JAT581  ,-49.3789,-25.4144,10363.2,191.11
a90824,NKS54   ,-74.3124,39.9433,5135.88,184.08
884346,BKP192  ,100.7277,13.396,3863.34,152.17
4bb0e9,THY85BN ,12.2774,48.7301,10066.02,222.07
ad32ed,GPD95   ,-73.6888,42.0991,5189.22,122.02
0200fb,RAM913  ,3.7045,39.7557,11277.6,217.16
a56d11,N449LL  ,10.2782,48.5707,1554.48,81.63
a22778,AAY1592 ,-111.7157,40.2138,,5.4
6832a9,FJK1251 ,15.7453,41.2111,11590.02,235.31
a154e6,SKW3303 ,-122.5981,45.5881,,6.69
abf396,SWA3069 ,-75.6682,39.3854,6880.86,204.73
880856,AIQ399  ,100.6166,13.9339,99.06,71.36
880855,AIQ3430 ,100.6831,14.0522,822.96,88.19
880859,AIQ130  ,86.0191,20.066,10965.18,245.75
a0713f,N12783  ,-103.4942,32.5407,2468.88,46.89
0200ef,RAM720P ,-5.0427,37.2546,10972.8,248.15
ac006d,SWA5534 ,-98.1788,29.7641,2804.16,182.94
a06a5a,DAL534  ,-88.3023,37.5542,11582.4,247.15
a524a5,N430RR  ,-104.6269,37.7824,6743.7,131.16
a417bc,N363D   ,-96.7323,30.5486,5897.88,156.1
ae03ea,CNV535  ,51.5244,26.3798,4396.74,148.64
a0ba47,PHM054  ,-89.915,28.8502,1493.52,65.01
ab18ad,N814ES  ,-80.355,34.2893,2118.36,74.86
34660f,VOE82QF ,13.1,39.0652,7101.84,205.12
34660e,VOE47HM ,9.1619,43.7327,11277.6,236.45
a657ad,JIA5052 ,-75.439,40.6541,,41.16
34660b,IBE31LM ,20.274,37.8819,10553.7,249.61
7609eb,PIA204  ,55.7046,25.935,4930.14,186.51
a13acf,AMF7143 ,-86.9461,35.2796,7970.52,160.46
abe075,SWA2181 ,-86.4065,41.7688,7955.28,237.69
880844,AIQ5421 ,99.7768,13.834,11574.78,229.28
ab4e16,,,,,73.54
a5d713,UAL1625 ,-103.4167,39.1537,7498.08,211.22
346614,VOE99QP ,8.8873,41.4795,6637.02,204.77
a68d02,DAL856  ,-108.5866,36.6669,9753.6,232.47
a1a4c9,KAP818  ,-70.9687,42.4387,426.72,57.03
880842,AIQ562  ,100.2889,14.0648,3604.26,148.82
346613,VOE31NZ ,-0.5782,38.285,83.82,68.93
a1b7cc,N21GN   ,-97.453,38.1317,868.68,76.85
a1f418,CXK237  ,-95.1579,30.7552,1226.82,44.62
a3472f,DAL952  ,-122.301,47.4394,,0.06
a98b76,FFT614  ,-103.1817,39.5303,5951.22,223.25
a417af,MAA6853 ,-117.5581,33.0298,8260.08,247.08
70c0ee,OMA123  ,25.1962,44.4526,10965.18,242.48
70c0ef,OMA131  ,24.8723,45.1979,10972.8,240.9
a19d59,MXY534  ,-88.9041,35.2835,10972.8,233.77
a657bf,AAL1960 ,-113.4528,38.6604,10043.16,249.58
a1b7e1,N21HJ   ,-76.3177,36.2765,1287.78,127.58
780a00,CXA8058 ,119.4914,26.5657,5471.16,174.76
a75da8,DAL83   ,-76.2893,40.7118,12192.0,250.99
a34745,N310ER  ,-122.4631,40.3278,1485.9,97.66
a68d17,EPI521  ,,,,51.97
a38db4,AAL2285 ,-100.9773,38.7708,10363.2,234.99
a9db3d,N734PS  ,-78.2727,35.173,883.92,45.57
7586ce,CEB827  ,123.8638,16.2466,12192.0,246.76
ad2095,JBU1373 ,-113.9336,35.3718,10363.2,223.47
3c0ca3,TUI944P ,7.2816,51.626,2446.02,137.31
a7a28d,EJA591  ,-75.3124,38.1796,12496.8,226.44
7586d8,CEB310  ,120.9545,15.8662,8214.36,234.03
780a13,HKC318  ,113.7939,21.9635,1889.76,148.11
70c0f9,OMA101  ,27.6373,43.7374,11574.78,248.99
a71724,EJA556  ,-85.9179,42.3135,8366.76,215.57
70c0f6,OMA143  ,56.0079,24.0839,8816.34,258.11
ab6851,DAL149  ,-3.2167,47.7623,9753.6,216.6
a06a54,DAL745  ,-109.1528,39.2055,10355.58,232.16
4bab21,THY3RW  ,23.5759,46.6605,10363.2,217.81
89639e,UAE31V  ,13.0846,51.1973,11887.2,273.77
aae5a9,AAL761  ,-111.9997,33.4364,,0.0
4ca8e7,RYR4WH  ,13.8207,45.1009,11277.6,237.45
a37ae4,EJA323  ,-118.6248,34.3913,10203.18,235.11
4ca8e8,RYR676R ,7.7092,51.7315,11277.6,251.62
780a0a,CPA408  ,114.6321,21.8991,5600.7,213.97
4ca8e9,RYR83XM ,-4.9343,42.7586,11582.4,256.49
a2bdff,ENY3961 ,-84.795,33.2211,10668.0,225.11
80073a,AIC113  ,20.9836,54.0572,12184.38,220.67
4ca8e5,RYR9371 ,-7.6514,43.573,10972.8,260.15
a1f46b,RPA5801 ,-85.3077,38.4988,9448.8,236.62
a20150,CXK159  ,-105.0631,40.4354,2034.54,67.83
a9db1c,N734NJ  ,-114.7143,36.5616,1981.2,50.72
a2b1ab,ASA772  ,-81.3456,40.9677,10363.2,219.77
a955fd,EJA700  ,-92.989,36.1541,12192.0,247.15
a93bf8,N6940P  ,-96.331,32.8147,3185.16,88.89
80073f,AIC104  ,-77.4648,38.9362,106.68,65.63
a2146f,N233JB  ,-77.1412,39.2238,640.08,52.72
a32149,N300WC  ,-85.1252,33.6284,6979.92,142.08
80073e,AIC302  ,104.5084,0.0339,11879.58,240.57
a33475,N3051W  ,-95.6568,33.0494,853.44,49.22
4bab24,THY1VP  ,17.3885,48.4482,10363.2,227.19
3d2d85,DEPMJ   ,9.2639,49.0046,1234.44,71.14
a381ad,N325JB  ,-85.5468,30.86,2415.54,143.34
506e27,S5DOT   ,14.8881,45.94,4206.24,46.89
4bab30,THY7GB  ,0.4722,52.0313,1127.76,92.46
780a1d,CPA085  ,-77.9381,42.7143,9906.0,220.73
4ca8f8,ITY1318 ,12.1754,42.0511,929.64,124.94
a1e138,CXK364  ,-97.8927,35.4697,685.8,46.94
47c039,NOR977  ,4.05,60.4551,975.36,72.15
4ca8f4,ITY1184 ,12.9855,41.0295,10370.82,224.12
7c6dd7,QFA943  ,118.0857,-32.1609,9144.0,195.57
4ca8f0,ITY8950 ,12.1466,41.8181,1257.3,112.48
a3211c,N300UH  ,-112.0761,33.6911,,0.0
4bab2a,THY25HD ,19.8811,45.4184,10972.8,222.89
142584,NWC9002 ,43.6082,55.8592,11582.4,246.47
7609c4,SEP701  ,55.4738,25.1921,609.6,87.43
3d3478,DESCU   ,12.3201,44.3295,1691.64,64.97
4ca8df,ITY574  ,11.6674,42.8801,8359.14,226.4
4ca8db,RYR88EE ,-5.6897,53.6421,2400.3,143.64
4ca8da,RYR366D ,3.1271,49.5184,9265.92,195.69
a7a25f,DAL916  ,-110.1416,37.7918,10972.8,225.56
a1913a,N20S    ,-73.094,42.5336,3810.0,104.48
a99e64,N719KG  ,-104.7195,38.808,,9.77
ac25c4,,,,,254.23
ac1ecf,LTA8800 ,-86.2596,39.7546,472.44,49.27
a20132,LLN108  ,-97.3136,33.2339,739.14,50.39
800729,VTJSI   ,77.2552,28.5066,891.54,85.72
a44d3f,DAL2973 ,-119.2573,34.6684,7216.14,199.86
a2aab5,FDX821  ,-109.1943,33.872,11285.22,246.55
ab4e68,N82783  ,-82.3692,29.9052,1188.72,46.95
ad7b02,N968MS  ,-118.0416,34.1161,1066.8,48.87
780a46,,113.9047,22.3236,,6.69
a0848d,N132VU  ,-96.6352,40.8463,960.12,55.29
895062,RBA686  ,116.273,6.2709,10294.62,238.59
800733,AIC112  ,30.9035,54.5454,11887.2,279.14
4ca8af,RYR32RK ,24.8008,59.4175,,1.54
ac0ba7,UAL628  ,-110.9826,35.6276,10972.8,219.54
a3f7b8,DAL2253 ,-83.9925,36.9566,10058.4,238.98
4853f4,KLM97R  ,4.9763,52.4212,2735.58,153.22
a1ed6b,N223P   ,-90.4115,33.7554,7315.2,135.82
a1e132,MXY129  ,-82.3015,29.1077,5814.06,207.59
7609b0,ABQ411  ,57.4952,24.9597,8031.48,223.39
4840c8,RVP403  ,-7.9181,39.5511,1356.36,62.99
a13af4,DAL185  ,4.797,47.4223,9745.98,241.45
3d349e,DESEG   ,7.6511,52.1274,304.8,32.77
aacbb7,N795MM  ,-122.3104,38.312,2057.4,83.03
a537b2,SWA3595 ,-96.914,32.5122,2186.94,140.16
e48fb5,GLO1267 ,-47.6432,-23.5465,8282.94,245.8
780a3f,CPA072  ,-88.2234,42.0032,1264.92,124.32
e48fb7,GLO1882 ,-39.867,-18.8244,9601.2,263.89
4ca8d6,RYR33BD ,0.4973,51.0645,11582.4,210.45
4ca8d7,RYR4VU  ,-3.9364,40.9438,4046.22,163.82
780a3d,CPA2068 ,10.3229,48.897,8298.18,255.57
4ca8d8,RYR11LW ,0.2039,52.051,1920.24,112.92
a99e76,N719L   ,-104.8093,39.292,2636.52,95.71
a3475e,FFT2134 ,-97.0554,33.0504,899.16,101.8
800736,AIC157  ,44.0828,53.1222,10965.18,240.16
800737,AIC149  ,23.8125,45.5743,12192.0,243.41
aacbac,N795MA  ,15.9845,48.4396,3147.06,79.45
4ca8d4,RYR2WP  ,-0.1944,38.5231,3863.34,144.56
4ca8d0,ITY086  ,11.657,41.498,4686.3,203.86
800739,AIC131  ,24.1981,45.3216,12184.38,249.23
a7a257,JIA5189 ,-86.1286,41.7068,731.52,93.26
4ca8bd,EIN7GH  ,-9.7847,44.388,10660.38,257.47
aa3588,N757RG  ,-84.8626,33.9368,1318.26,71.57
780a54,CRK766  ,101.2902,13.9489,6332.22,191.08
8a07b7,AWQ221  ,103.4111,1.0197,11292.84,227.03
a26dfb,KAP33   ,-71.0319,42.1564,1554.48,75.53
aa7e9b,UAL2114 ,-114.5513,38.2408,11582.4,220.28
aa7e9a,UAL758  ,-105.4561,38.0859,10058.4,246.35
4baa45,THY8BN  ,27.4379,41.972,7330.44,239.63
a26f01,ENY3913 ,-90.7372,31.1738,10972.8,242.25
4baa42,THY1WK  ,26.2044,42.6159,9753.6,248.42
4baa43,THY12PU ,27.2995,39.9323,8526.78,237.98
a62ae4,N497JC  ,-87.1575,42.9172,7170.42,189.97
a631bb,CBC499  ,-111.9123,33.6214,457.2,18.56
847517,NCA004  ,-156.0189,60.352,10668.0,293.51
3c7438,TUI31E  ,-8.1168,35.1297,11277.6,222.32
8830ec,TLM721  ,100.324,13.0527,7665.72,214.26
a68d6f,JBU195  ,-81.1863,28.4702,2110.74,134.78
a44168,UAL1915 ,-96.837,32.6583,10668.0,237.82
a44166,UAL282  ,-78.4668,41.557,10668.0,264.12
888061,HVN175  ,106.4071,19.8072,8442.96,244.4
a7177f,N556UH  ,-84.2355,40.0392,525.78,71.15
400759,TOM23D  ,13.0294,45.1397,11590.02,233.75
a69463,DAL364  ,-97.0157,46.6366,10668.0,285.68
a897f4,AAL554  ,-111.9965,33.4378,,0.0
7810d5,CQH7575 ,114.4127,22.705,9166.86,229.46
48a5e6,DMS304  ,23.9137,59.23,2743.2,111.39
abf53e,N87NW   ,-81.9756,39.3684,7620.0,122.28
a6811f,N518WD  ,-107.2736,43.1104,9753.6,178.05
a8d4b0,UAL2022 ,-77.4549,38.945,,2.06
ac6efb,N90YB   ,-80.4067,34.5463,7612.38,128.19
4baa55,THY29FC ,20.7976,47.0768,10363.2,223.31
c05004,ACA341  ,-118.4165,49.59,9753.6,229.96
a2fa6a,ENY3835 ,-110.9177,31.324,11574.78,225.7
49c3a8,OKCUA78 ,14.7117,50.2654,609.6,74.38
acd8f6,WSN20   ,-120.2557,37.2854,3215.64,77.68
3c0ac5,CFG3DF  ,19.0278,43.507,10675.62,235.97
4baa53,THY3UR  ,20.4539,46.1266,10668.0,241.08
c06338,CGLOX   ,-106.6962,52.1637,,6.69
a8d4ad,UAL1709 ,-109.0442,32.7231,10668.0,241.28
c05007,ACA760  ,-122.381,37.6192,,4.37
4baa52,THY9RC  ,23.8678,46.1772,10668.0,241.41
3c0ac6,CFG7WX  ,7.6525,47.8032,10660.38,210.75
a4414a,DAL1656 ,-122.3126,47.4637,,0.0
a83760,N62875  ,-86.801,36.1663,2560.32,54.38
abdb54,PDU63   ,-87.1066,40.5788,731.52,45.6
a751a7,N5706V  ,-84.7769,40.5857,2712.72,68.17
a4a484,DAL1401 ,-78.9475,27.4304,8641.08,241.73
3c743a,TUI117  ,7.8231,51.312,3307.08,153.96
4baa4e,THY9KF  ,13.9095,52.3244,10668.0,239.84
a897e4,PDT5880 ,-79.4725,43.7404,1706.88,135.72
4bb143,THY5    ,1.538,60.4966,9753.6,253.0
a884b6,UAL1139 ,-95.079,30.3445,5334.0,211.57
aa22cd,N752PS  ,-96.8878,33.1026,746.76,46.24
88803f,VJC531  ,106.0318,20.9105,3459.48,186.61
c00ce8,MAL8072 ,-123.1863,49.1911,,9.26
c2afd1,CBRA45  ,-106.0386,50.2913,4320.54,137.96
a9edb1,N739NL  ,-85.059,35.2194,1013.46,56.48
a4f1e5,AAL2870 ,-98.2064,45.6108,9768.84,202.41
ad3570,N950JA  ,-84.3998,39.1322,388.62,43.95
8963f1,UAE4PV  ,7.7375,45.3992,5532.12,167.03
8963f7,UAE5RQ  ,32.4323,41.7219,12496.8,288.77
acabcc,N9151U  ,-95.0429,38.7222,1356.36,48.84
501e83,CTN494  ,0.0253,51.1777,853.44,94.76
acb2c2,EDV5321 ,-77.3599,38.707,9144.0,227.6
c06366,POE2463 ,-76.1253,44.6604,7010.4,185.56
489228,ENT444  ,16.1505,41.6629,11582.4,239.23
c06361,POE2631 ,-89.0745,48.4278,1188.72,113.56
489225,ENT4992 ,17.8777,50.7708,3726.18,158.25
8963df,UAE149  ,27.5614,43.1093,10363.2,261.34
a7a1b1,LXJ591  ,-74.4948,40.8653,922.02,145.54
aa7e7c,UAL1958 ,-93.8623,43.8246,10972.8,207.24
7810f1,KNA8216 ,116.1826,22.9317,7802.88,216.96
a31a77,UAL761  ,8.8308,53.6319,11582.4,253.38
00834b,LNK163  ,28.2236,-26.2435,2125.98,96.88
aa7e7a,UAL2474 ,-104.9334,37.6874,10972.8,231.37
a5749c,N4501E  ,-97.1371,33.6646,899.16,49.77
ad7bdf,SWA2350 ,-116.2997,36.5159,7802.88,213.62
48a5c8,SPKOI   ,22.1003,50.3345,601.98,44.24
c05c86,JZA950  ,-84.549,33.8584,3101.34,145.51
c0635c,POE2719 ,-77.4398,38.9431,,91.58
aa7238,UAL2679 ,-91.568,40.531,10782.3,262.87
c0502e,ACA551  ,-122.1539,46.9815,11582.4,271.12
8963ec,UAE88   ,21.3748,45.2199,11887.2,258.55
4067c4,EXS9FE  ,2.2218,49.8621,8084.82,221.97
c0635e,POE2461 ,-73.0497,45.4069,4411.98,154.48
47c20e,NOR821  ,4.9433,61.5757,281.94,38.6
a7ea1d,EJA609  ,-99.1481,45.0667,12496.8,231.45
a3a9a2,AAY65   ,-115.1519,36.087,,0.06
a6dd89,VOI488  ,-117.0553,32.522,807.72,130.97
ab8b7f,FDX9    ,11.365,44.4247,10363.2,239.09
c06358,POE2280 ,-79.0716,43.6222,1051.56,122.54
ad3581,JBU1015 ,-72.0279,39.5305,7749.54,245.23
a0ba9f,N146SW  ,-82.7332,28.3393,670.56,64.04
a7045b,JIA5511 ,-86.384,35.9079,2552.7,147.05
a83782,UAL595  ,-105.8799,36.427,10972.8,225.25
a83781,UAL2066 ,-108.6744,36.6374,11582.4,224.89
aa7e79,UAL500  ,-120.3908,37.6995,8892.54,205.8
3df741,HUMMEL1 ,6.9603,50.9637,213.36,43.58
a83787,UAL1814 ,-82.6042,28.6257,7696.2,230.19
c07682,CGSWV   ,-123.1799,49.2013,,10.8
a5aa78,SWA682  ,-112.0256,33.4311,,17.49
3c0acc,CFG6HF  ,1.1866,42.991,10058.4,221.57
4aa46d,SEICM   ,13.0581,55.4092,365.76,40.04
a6d130,N5385D  ,-80.6338,28.1048,769.62,44.3
a119af,FDX817  ,-103.5132,43.3327,11285.22,246.64
489224,ENT58ZY ,9.069,55.7721,11277.6,201.71
489223,ENT77NE ,18.9266,53.5664,4556.76,184.66
a69495,FDX806  ,-102.6173,34.8062,11254.74,254.84
c00cfd,MAL8050 ,-123.5241,48.951,899.16,73.7
c05c71,CGJAE   ,-118.4907,49.8069,13106.4,205.22
a1e168,N220EC  ,-80.4348,26.1014,190.5,51.96
a03618,UAL2682 ,-84.7012,35.9787,10363.2,233.89
a1e166,N220EA  ,-80.508,27.8858,2346.96,85.82
a6ca42,N53682  ,-79.102,37.1131,3048.0,71.51
a3a9b6,EDV5406 ,-78.6864,35.9679,701.04,74.21
4baa88,THY9DX  ,22.3024,43.9412,9768.84,247.83
8963d1,UAE4AJ  ,48.378,29.3425,12192.0,248.13
46788c,FNF373  ,21.4486,52.4078,4381.5,163.59
4baa87,THY16EA ,23.2503,43.1422,11269.98,211.16
ae4e91,BB168   ,-87.264,30.9364,1562.1,123.17
8963d5,UAE748  ,25.2738,34.6738,10668.0,270.91
8963d4,UAE9C   ,15.9507,51.0076,10668.0,267.86
4baa85,THY88C  ,14.8245,43.3016,9761.22,241.08
abdb88,RPA3600 ,-90.279,38.709,472.44,66.06
8963d3,UAE41M  ,16.3344,45.3547,11277.6,257.74
a0e6c4,UAL2333 ,-94.3691,45.2175,11582.4,209.31
3452c9,VLG5KY  ,-3.0328,40.8043,3223.26,130.88
a6e400,N543KP  ,-87.594,30.463,7924.8,132.28
4baa81,THY1CN  ,19.0732,45.8548,9753.6,219.78
a07cd8,SKW5317 ,-90.8825,35.5399,6035.04,241.34
a33fab,N3082C  ,-111.681,33.0688,762.0,46.04
484ee4,KLM1417 ,5.8846,46.6741,6027.42,189.11
467896,FNF349  ,26.3419,62.4385,5486.4,130.24
0d8230,YV3119  ,-63.6442,9.9961,7101.84,184.04
484ee5,KLM98M  ,1.2236,38.8576,1379.22,127.56
8963cc,ETD57X  ,22.8976,44.2381,10972.8,244.6
acfb76,N9356R  ,-81.5678,29.9932,1264.92,68.54
a6dd25,N541RL  ,-149.9783,61.1631,38.1,0.0
4ac9a3,JET4    ,16.9844,56.1051,11590.02,238.75
a02337,N108JC  ,-79.9613,27.3184,883.92,99.21
4baa7a,THY5RA  ,17.5339,44.2993,11277.6,236.09
8963d9,UAE5F   ,29.4587,42.4816,11277.6,251.76
a479b2,HAL35   ,-113.7588,33.6305,8740.14,231.29
4855d0,KLM99U  ,-3.1457,53.8889,11582.4,218.83
8963d6,UAE37   ,31.3358,42.1368,10972.8,245.55
a0dfd5,N1555M  ,-77.6426,37.847,2804.16,83.78
a75dc7,FDX415  ,-106.7035,34.6079,11285.22,257.02
aa22a7,NDU752  ,-111.8171,33.0715,632.46,56.04
8963e4,UAE8VC  ,13.5115,48.1984,6720.84,246.83
a359c2,DAL890  ,-101.0547,43.7426,11582.4,219.51
4baa92,THY7VP  ,18.0448,46.434,10668.0,237.74
a6a7b9,N528M   ,-86.5712,30.8711,1882.14,93.68
70c0fe,OMA116  ,54.506,25.9537,11887.2,245.33
a524e1,UAL2304 ,-115.2488,43.0678,10660.38,237.54
4baa90,THY7RW  ,3.145,52.9134,10347.96,213.69
a9571e,N7001W  ,-77.1395,39.7249,1828.8,59.78
440b6a,TJS61   ,11.368,52.9707,7901.94,183.24
a69437,N523BL  ,-81.7764,28.1293,563.88,51.45
ad82e4,N97SH   ,-77.9291,40.0393,11277.6,249.06
a5743f,N450XX  ,-82.5403,29.0048,11551.92,236.69
0d8241,YV3029  ,-62.2846,5.9138,8260.08,147.73
a657f4,DAL997  ,-109.9474,32.8351,10355.58,232.86
4baa8f,THY6MD  ,22.5918,43.9885,9768.84,242.4
4bb185,THY2RD  ,-74.141,41.1131,11574.78,244.83
a14f69,CXK131  ,-105.0605,40.157,2278.38,37.81
4baa8d,THY7MH  ,43.9832,41.5254,9151.62,213.41
a44197,DAL519  ,-104.7852,41.6913,10972.8,223.97
4baa8e,THY2DF  ,20.3968,51.1119,11277.6,240.12
acc5fb,DAL2609 ,-113.2279,38.4648,10637.52,251.09
aa8537,LJY540  ,-73.264,42.2588,6675.12,243.78
4baa8b,THY1JX  ,21.8449,50.7397,10363.2,220.25
4baa8c,THY6TA  ,5.6654,40.1078,10668.0,220.55
4bb184,THY7    ,18.7749,51.8104,10965.18,229.72
110064,,,,10668.0,254.36
4baa8a,THY1XG  ,4.5007,44.8781,10355.58,216.93
a226c5,FFT2982 ,-81.1443,31.7874,10050.78,245.09
8963e9,UAE46   ,12.9086,49.7209,11140.44,268.96
a359bc,DAL2648 ,-74.8613,42.6088,10675.62,264.36
a777bf,AAL1401 ,-76.6784,36.284,10355.58,249.72
a4eaaa,N416CP  ,-85.4364,32.5991,304.8,35.5
a4fddb,RPA4748 ,-78.4968,39.732,9144.0,210.27
4a1921,FIA902  ,12.9674,49.6139,11871.96,244.51
a26f42,N256RC  ,-86.2738,35.8243,3429.0,163.77
4baa66,THY37AJ ,26.2582,44.1595,10675.62,235.96
4baa67,THY093  ,32.7883,29.1173,10980.42,239.26
4baa64,THY8QX  ,28.5992,41.4392,2004.06,148.49
3465cb,ECNNP   ,0.8976,41.2906,998.22,2.62
4baa65,THY3JG  ,22.1565,48.116,10668.0,239.94
4baa62,THY8TH  ,28.0528,40.1169,11277.6,232.46
a63df3,DAL977  ,-94.574,43.8479,10370.82,212.21
4baa63,THY1YW  ,25.3517,42.2633,10066.02,215.94
8963b1,FDB726  ,53.5398,27.062,10668.0,240.67
a106b3,VTE3916 ,-76.1064,42.4175,5791.2,209.26
3465d9,,,,,181.89
3465d8,VOE54JB ,-1.0323,47.6396,3733.8,139.56
a04970,N1176T  ,-98.5059,29.5809,1950.72,78.82
aa2ed8,RPA3542 ,-76.5893,37.1082,9753.6,242.7
4baa5a,THY43EN ,14.9278,43.7335,10370.82,226.22
a44187,UAL1872 ,-74.1769,40.6794,121.92,80.98
a28947,UAL634  ,-93.3635,44.8248,2202.18,124.13
4baa69,THY13LU ,17.876,58.7169,6301.74,208.04
4baa75,THY4LM  ,20.6834,49.5968,10668.0,235.43
4bb14c,THY6060 ,12.8538,56.0558,10363.2,232.82
4067ee,TOM4KY  ,-1.0172,52.4126,7566.66,204.95
4baa73,THY8GQ  ,19.281,47.6781,10363.2,222.53
4baa74,THY16CG ,18.4971,50.3353,10363.2,221.99
c01ff2,CFMCN   ,-123.1774,49.1847,,4.12
4067ef,TOM2BK  ,-6.4068,45.4712,11277.6,203.04
4baa72,THY3XL  ,20.0293,44.7955,10972.8,231.68
4baa70,THY21SL ,6.9364,51.4408,10370.82,226.58
400772,BAW41C  ,-13.9301,51.077,10972.8,247.81
8963ad,FDB5MZ  ,20.469,42.7274,9959.34,230.1
a0f9e6,N162JB  ,-83.8787,30.5939,4846.32,92.29
3465c9,VOE34UV ,6.269,46.6919,9448.8,221.7
4baa6f,THY79GT ,28.7751,41.8585,6416.04,184.29
4baa6d,THY7CL  ,27.4777,37.5214,5036.82,177.28
a4f1af,N41785  ,-121.3292,38.5514,304.8,54.34
ae4e9a,TEXN864 ,-97.3013,28.1585,1668.78,76.14
4067f6,TOM5ME  ,-1.7368,52.4542,,1.29
4baa6c,THY89JG ,17.9671,45.3355,10363.2,219.0
4067f8,TOM2NE  ,-1.8741,53.4327,1638.3,112.72
3c7421,TUI2B   ,2.7809,48.9531,10058.4,200.04
a8372b,N6286M  ,-120.8987,44.3639,2217.42,41.49
4067f0,TOM1XV  ,28.0676,39.7207,11277.6,228.15
